CO,O3,NO2,SO2,PM10,PM2.5,AQI
26,21,70,31,42,71,71
35,18,86,35,55,88,88
40,18,91,31,54,87,91
30,16,78,26,57,95,95
29,17,68,19,47,90,90
35,16,86,21,64,125,125
32,23,86,39,69,118,118
31,24,70,25,55,86,86
28,52,74,38,59,101,101
23,24,73,28,57,102,102
27,24,68,17,57,99,99
33,28,80,20,60,103,103
21,22,64,17,45,82,82
23,18,63,14,40,76,76
29,24,76,17,56,91,91
27,23,75,28,54,97,97
32,22,81,28,54,88,88
33,22,70,23,50,79,79
28,21,70,19,50,79,79
20,51,59,15,45,65,65
27,26,65,20,47,74,74
31,31,74,22,55,89,89
37,41,85,26,58,95,95
36,23,77,24,64,84,84
26,25,73,39,54,80,80
18,38,53,12,116,115,116
18,34,37,11,45,51,51
21,27,55,14,47,64,64
28,10,61,12,38,76,76
34,19,81,19,66,103,103
31,17,90,28,63,97,97
31,19,68,13,66,95,95
24,23,60,15,55,78,78
24,23,59,16,58,70,70
35,31,75,18,79,102,102
27,30,75,19,82,105,105
25,29,63,25,105,146,146
23,30,51,16,61,71,71
27,26,65,24,48,68,68
26,32,66,21,44,73,73
23,38,64,13,39,59,64
21,36,61,12,53,72,72
21,32,57,19,62,85,85
26,23,56,13,44,66,66
24,32,59,16,49,77,77
23,30,51,14,60,75,75
15,49,46,10,28,48,49
18,41,50,9,32,49,50
17,50,52,10,32,52,52
21,42,50,12,37,60,60
28,36,65,14,43,67,67
31,42,72,17,44,67,72
26,41,54,14,56,71,71
31,38,65,19,60,84,84
39,62,77,25,67,102,102
37,49,72,28,65,93,93
35,33,71,17,60,79,79
26,32,66,15,56,73,73
28,33,57,18,62,82,82
19,35,45,15,190,161,190
38,28,64,18,332,196,332
19,25,70,15,121,150,150
25,31,58,19,84,100,100
36,32,63,21,74,101,101
31,31,57,20,91,124,124
35,28,62,18,76,101,101
26,34,55,14,72,97,97
24,30,55,11,53,75,75
23,26,58,13,53,79,79
21,38,59,14,44,64,64
28,38,63,34,46,69,69
39,34,85,56,63,96,96
25,65,87,17,80,120,120
20,34,52,11,67,95,95
25,52,60,14,63,87,87
24,56,71,16,59,81,81
20,36,58,13,59,76,76
25,27,54,12,87,124,124
23,33,62,13,62,88,88
20,37,57,14,70,105,105
23,58,68,15,58,96,96
23,33,57,14,46,79,79
22,42,60,16,48,85,85
15,41,48,16,51,73,73
18,32,43,14,69,98,98
17,55,52,14,52,83,83
19,37,58,16,60,89,89
16,36,44,12,63,92,92
22,39,58,17,87,124,124
19,28,57,17,148,156,156
16,34,49,19,95,116,116
23,39,60,19,44,69,69
27,40,66,15,59,83,83
17,52,60,20,87,106,106
18,47,44,13,57,72,72
19,41,51,14,49,66,66
30,55,79,16,46,72,79
36,97,93,18,57,90,97
22,48,64,16,163,159,163
20,47,59,17,123,145,145
25,45,64,19,85,114,114
30,58,71,18,61,89,89
25,54,72,23,79,100,100
20,36,56,15,101,117,117
33,62,88,19,94,123,123
24,53,66,18,125,142,142
18,39,50,19,435,229,435
23,44,60,14,119,147,147
20,44,53,14,69,94,94
31,81,87,20,59,95,95
28,55,74,20,51,72,74
23,67,76,16,48,73,76
24,82,81,15,55,80,82
25,74,78,15,50,75,78
32,58,61,17,54,65,65
29,70,63,26,55,77,77
21,117,58,20,53,72,117
28,134,74,23,62,85,134
20,74,72,20,61,80,80
22,56,52,13,62,79,79
22,60,56,18,88,100,100
25,61,73,19,68,91,91
36,73,72,19,62,80,80
23,59,57,16,72,87,87
25,93,70,17,78,109,109
28,107,86,17,70,99,107
25,62,76,17,72,96,96
24,49,75,17,78,111,111
28,57,73,19,65,88,88
23,93,63,22,66,93,93
29,112,86,30,67,102,112
30,81,93,19,66,94,94
31,115,94,19,68,99,115
23,92,73,20,70,93,93
24,75,64,13,62,79,79
24,66,74,19,83,115,115
28,73,77,17,102,144,144
29,101,82,17,92,132,132
30,102,89,30,69,97,102
36,54,89,26,92,134,134
35,127,94,31,82,121,127
40,101,93,30,90,130,130
37,99,90,25,121,140,140
38,136,85,30,106,134,136
36,81,78,27,105,132,132
32,97,87,31,174,150,174
23,75,59,14,261,163,261
23,63,59,28,113,123,123
24,77,54,27,95,116,116
23,59,54,36,81,101,101
27,48,60,27,82,105,105
38,89,79,25,89,123,123
33,131,87,22,86,121,131
35,117,82,29,73,103,117
36,81,73,30,71,102,102
30,86,68,31,67,92,92
35,109,86,48,62,88,109
33,144,85,32,62,89,144
35,162,81,27,63,92,162
31,145,91,37,62,87,145
35,113,83,25,63,88,113
33,121,82,33,61,84,121
33,107,82,31,64,90,107
33,115,86,27,69,93,115
40,161,93,21,75,102,161
36,110,82,20,74,95,110
26,111,77,18,107,118,118
25,75,58,14,143,142,143
26,76,59,14,96,107,107
34,105,85,17,92,116,116
27,59,55,15,131,151,151
19,53,41,23,75,113,113
22,105,50,12,46,81,105
27,136,68,18,48,70,136
23,87,56,16,53,73,87
28,77,58,17,52,76,77
28,167,69,17,59,88,167
25,109,82,10,56,77,109
32,100,87,15,61,75,100
32,122,62,19,53,79,122
33,89,61,19,70,90,90
39,124,67,16,45,69,124
36,124,70,15,85,100,124
25,142,56,13,81,97,142
26,114,56,18,59,82,114
28,144,59,18,54,78,144
34,99,68,19,49,70,99
33,127,82,23,57,80,127
37,123,75,24,55,82,123
38,130,84,24,59,84,130
38,129,81,31,57,82,129
31,138,79,23,58,82,138
30,146,76,21,59,85,146
34,143,78,21,54,78,143
27,104,73,19,64,83,104
33,104,79,23,63,89,104
29,111,64,29,65,88,111
29,73,62,24,77,99,99
32,83,68,24,68,88,88
35,83,59,22,63,80,83
33,90,82,21,62,73,90
34,90,71,32,58,79,90
34,90,77,24,58,80,90
35,69,73,18,55,75,75
38,88,78,20,57,80,88
37,94,80,20,58,79,94
37,135,81,22,57,84,135
39,120,83,23,54,80,120
35,68,71,22,61,78,78
41,87,83,26,62,84,87
35,114,84,24,61,89,114
42,71,79,20,57,78,79
39,47,71,18,61,81,81
39,49,64,19,60,81,81
45,59,68,21,72,98,98
27,88,60,18,75,93,93
30,63,61,19,61,84,84
33,52,58,22,59,79,79
40,55,75,28,62,82,82
43,52,75,19,74,103,103
25,63,55,19,75,101,101
31,60,60,22,56,81,81
33,82,79,17,59,82,82
37,70,75,25,60,87,87
47,75,75,34,63,88,88
27,44,65,24,59,82,82
22,41,72,21,58,77,77
35,51,63,14,87,88,88
33,56,85,16,76,99,99
35,62,87,21,70,95,95
25,57,69,14,205,124,205
29,36,59,13,81,100,100
32,36,61,16,81,98,98
43,28,72,18,65,85,85
41,43,71,18,62,84,84
44,70,82,17,69,89,89
23,41,75,14,91,102,102
28,38,66,16,66,84,84
42,37,83,19,70,86,86
55,59,85,19,70,88,88
39,42,72,16,67,78,78
38,45,79,16,71,91,91
30,53,74,16,70,82,82
31,36,63,15,72,85,85
37,33,72,20,63,77,77
48,39,73,29,69,95,95
48,38,74,22,74,102,102
35,36,79,17,74,94,94
35,33,67,19,67,80,80
45,35,76,21,64,82,82
39,31,74,21,80,101,101
35,22,69,17,67,86,86
43,22,84,19,72,92,92
25,23,75,18,96,98,98
33,27,69,15,71,89,89
34,28,69,21,75,98,98
52,25,89,23,73,103,103
29,22,56,17,85,91,91
32,15,75,23,76,91,91
13,29,58,15,61,79,79
26,17,54,14,64,83,83
36,22,69,20,68,98,98
37,22,82,20,74,104,104
26,35,76,18,64,95,95
25,17,59,16,68,88,88
38,19,80,16,73,105,105
25,17,58,13,56,82,82
21,16,61,12,91,104,104
32,14,58,13,68,99,99
30,19,61,15,63,94,94
28,23,74,18,57,92,92
39,20,80,19,59,87,87
32,22,52,21,52,76,76
26,20,46,24,57,81,81
24,15,42,22,44,67,67
39,15,57,19,64,99,99
52,14,75,17,71,130,130
47,19,71,17,70,129,129
31,9,73,17,71,125,125
44,14,90,19,69,116,116
48,19,79,21,63,107,107
39,16,72,19,69,116,116
26,18,61,22,61,98,98
32,13,55,14,45,94,94
37,17,73,18,52,100,100
54,12,75,25,79,143,143
47,14,76,29,79,136,136
48,22,75,22,75,136,136
52,19,84,20,78,141,141
45,10,101,18,93,158,158
45,16,101,23,96,162,162
37,24,74,25,72,130,130
47,17,68,17,57,96,96
35,23,66,16,45,70,70
44,11,66,24,70,110,110
48,14,69,26,75,128,128
37,11,66,22,65,103,103
36,10,59,25,71,121,121
26,10,45,20,48,79,79
26,12,49,21,47,80,80
30,6,39,13,29,70,70
27,7,38,15,36,76,76
31,7,44,18,60,102,102
34,7,56,28,76,141,141
31,7,64,33,84,155,155
32,8,63,32,83,153,153
32,11,57,28,69,130,130
31,11,58,31,70,136,136
27,11,55,64,74,142,142
52,6,78,76,109,171,171
56,6,78,101,113,172,172
46,8,73,69,95,159,159
49,9,78,48,93,159,159
30,12,71,40,72,136,136
38,9,76,31,77,141,141
48,11,76,34,76,137,137
35,15,64,46,75,138,138
31,16,42,31,43,76,76
40,12,49,46,57,94,94
24,19,41,28,39,67,67
38,6,48,21,33,83,83
48,8,69,28,63,128,128
37,13,64,32,64,120,120
31,17,57,22,63,115,115
34,16,66,39,66,121,121
40,12,70,48,87,154,154
41,17,65,33,88,159,159
43,12,76,36,103,169,169
48,13,83,73,114,176,176
52,13,87,46,102,167,167
49,11,85,41,105,169,169
32,12,70,31,94,160,160
30,7,60,13,68,146,146
41,11,56,22,80,159,159
34,14,54,22,55,93,93
34,14,53,26,54,94,94
26,16,48,22,48,79,79
28,7,38,28,56,106,106
22,10,36,20,43,99,99
21,10,35,16,35,69,69
26,12,38,18,42,75,75
26,9,53,25,56,99,99
45,7,82,24,61,133,133
51,11,85,38,102,171,171
47,7,85,36,103,173,173
44,13,79,37,90,152,152
47,13,75,32,89,154,154
41,17,70,35,88,153,153
32,17,69,36,82,145,145
33,17,65,48,82,146,146
35,14,64,52,85,157,157
36,14,67,55,89,160,160
30,15,60,46,92,162,162
28,18,56,33,75,143,143
33,15,60,30,70,142,142
36,13,85,42,81,144,144
23,12,72,37,62,104,104
18,14,56,19,41,86,86
28,6,54,11,22,62,62
25,19,64,22,57,75,75
17,26,53,18,49,65,65
17,25,45,13,36,47,47
27,22,68,14,53,80,80
26,17,64,15,54,75,75
19,23,59,19,54,70,70
23,19,50,15,47,64,64
18,21,50,15,35,57,57
18,14,41,9,22,51,51
21,21,49,23,43,78,78
17,19,48,13,36,66,66
24,8,68,16,30,79,79
42,12,89,40,93,165,165
25,9,75,28,80,153,153
39,9,64,19,69,145,145
16,26,49,21,49,67,67
38,19,71,33,69,96,96
35,22,74,47,72,98,98
25,20,64,29,59,68,68
42,16,82,30,69,85,85
20,24,53,19,56,62,62
22,23,62,36,63,74,74
32,26,62,19,64,85,85
30,25,47,21,59,76,76
31,18,55,20,72,102,102
32,26,70,20,71,108,108
31,26,66,28,65,97,97
32,29,66,26,70,101,101
27,33,78,29,70,108,108
37,35,72,24,73,106,106
31,29,70,22,61,83,83
31,15,60,19,65,96,96
28,29,74,23,67,83,83
37,25,59,20,63,90,90
40,7,59,13,56,78,78
19,7,63,12,48,79,79
29,8,51,12,44,66,66
27,18,60,14,48,72,72
34,29,72,18,63,105,105
35,41,72,18,62,105,105
21,21,57,15,45,71,71
23,32,58,14,61,121,121
19,22,46,11,38,65,65
26,24,66,14,37,59,66
18,30,47,9,32,59,59
32,29,63,12,56,75,75
24,37,62,13,44,60,62
23,39,49,12,32,49,49
17,35,34,9,24,42,42
17,13,42,7,21,49,49
14,38,46,16,33,65,65
29,38,54,27,47,95,95
22,66,64,56,55,112,112
12,41,43,14,29,55,55
14,32,50,30,28,53,53
17,31,51,17,31,55,55
21,38,52,10,31,56,56
29,38,52,14,40,49,52
11,39,37,9,38,40,40
11,48,34,7,35,42,48
18,40,53,9,47,67,67
26,39,52,12,38,61,61
22,37,60,13,42,55,60
36,34,63,18,50,65,65
21,35,49,15,57,69,69
19,45,59,15,45,61,61
17,26,52,11,74,79,79
33,26,53,14,74,90,90
25,29,57,17,78,92,92
28,33,56,15,69,87,87
18,47,48,11,38,60,60
28,36,51,14,46,59,59
18,41,45,10,24,44,45
34,41,59,16,46,73,73
21,48,67,14,48,65,67
23,59,73,20,59,81,81
30,43,58,17,59,75,75
26,62,76,15,64,79,79
24,63,70,15,57,73,73
15,89,52,12,56,65,89
21,36,41,11,60,70,70
22,36,46,14,57,62,62
21,39,58,15,55,70,70
14,42,48,9,46,63,63
21,56,54,15,50,63,63
21,59,58,18,55,74,74
18,87,60,12,48,62,87
20,56,67,13,45,60,67
12,54,50,10,50,60,60
30,30,49,13,48,60,60
21,40,66,11,45,56,66
15,40,48,7,43,48,48
14,37,46,7,45,48,48
22,41,57,16,43,61,61
29,59,79,19,54,78,79
30,57,80,15,50,67,80
24,37,58,16,64,82,82
19,49,46,15,67,93,93
28,42,65,12,60,77,77
35,78,81,16,56,83,83
22,112,70,15,48,73,112
17,48,61,10,62,68,68
14,36,44,8,110,110,110
13,39,44,7,82,79,82
17,40,44,11,57,61,61
29,43,68,15,55,74,74
24,49,64,17,66,84,84
20,68,65,14,58,80,80
11,44,50,10,74,75,75
17,61,58,9,50,71,71
29,52,59,13,64,94,94
24,40,65,11,68,93,93
32,95,76,13,65,96,96
16,41,49,11,72,90,90
12,76,47,8,48,67,76
19,55,47,12,67,84,84
29,83,75,15,85,110,110
27,73,81,11,73,92,92
15,45,63,10,63,79,79
21,28,53,12,64,78,78
25,68,51,11,58,84,84
21,86,61,10,49,70,86
22,93,59,12,54,78,93
32,115,60,17,66,92,115
13,118,44,14,58,76,118
17,58,57,10,52,75,75
21,69,44,14,53,73,73
14,72,51,10,74,78,78
23,65,57,13,37,67,67
26,98,86,13,48,66,98
24,67,71,11,58,74,74
31,72,71,15,71,99,99
19,61,59,12,66,90,90
29,60,66,12,68,85,85
33,84,64,13,65,83,84
24,101,62,9,59,77,101
23,71,63,12,52,71,71
66,89,67,17,59,82,89
37,107,70,15,76,102,107
39,138,73,17,68,94,138
31,68,61,13,57,74,74
44,154,75,18,69,95,154
26,108,74,10,89,96,108
26,61,53,11,126,115,126
30,66,59,15,97,113,113
37,98,62,18,83,113,113
49,103,70,21,81,112,112
37,141,70,15,85,108,141
46,146,72,16,69,98,146
35,123,62,15,66,93,123
29,78,55,14,83,96,96
33,142,61,17,78,107,142
35,88,57,16,92,121,121
28,84,54,18,81,106,106
15,62,51,15,80,85,85
18,67,56,18,61,73,73
29,70,46,14,56,77,77
26,78,58,11,58,71,78
34,69,54,15,58,74,74
35,71,65,21,66,91,91
39,94,67,20,83,104,104
25,92,71,16,93,98,98
23,63,66,15,88,100,100
20,67,58,12,85,99,99
28,64,77,12,96,109,109
26,121,79,13,121,118,121
17,103,58,10,142,116,142
21,94,71,10,107,98,107
30,92,71,15,131,143,143
17,89,54,12,103,126,126
23,50,78,15,73,89,89
26,57,70,16,76,93,93
19,48,69,19,66,74,74
19,41,67,13,73,82,82
23,40,58,12,100,103,103
32,82,79,13,88,98,98
28,152,86,18,68,86,152
19,90,68,15,68,87,90
14,106,72,24,68,81,106
21,58,59,16,69,81,81
27,54,59,15,72,84,84
29,59,70,14,60,69,70
20,49,60,9,64,67,67
21,48,55,10,65,74,74
24,57,63,13,63,70,70
23,37,51,18,64,74,74
17,54,64,14,67,76,76
23,62,61,11,69,82,82
18,69,69,12,58,77,77
26,162,86,19,58,89,162
31,121,94,15,63,88,121
23,138,81,15,58,80,138
29,110,73,29,63,80,110
19,116,81,42,61,80,116
27,140,78,33,63,83,140
28,153,81,18,65,81,153
35,119,84,20,73,91,119
29,98,88,19,62,78,98
32,92,93,16,59,75,93
34,57,76,24,61,79,79
20,59,68,20,89,99,99
24,96,73,15,67,87,96
38,79,84,18,72,94,94
34,95,85,19,72,97,97
40,90,82,21,70,92,92
28,64,80,12,67,79,80
21,98,59,12,165,126,165
22,64,47,25,83,91,91
34,61,55,24,70,85,85
31,76,60,20,78,94,94
27,54,54,14,95,101,101
28,101,55,16,69,89,101
37,91,62,19,71,92,92
31,99,68,20,68,85,99
43,61,66,18,63,79,79
41,46,61,20,63,78,78
45,57,65,19,67,92,92
32,91,65,19,66,91,91
37,73,57,17,67,87,87
40,75,65,21,69,93,93
40,38,57,23,72,84,84
37,46,49,22,131,119,131
49,57,63,24,91,114,114
48,47,60,22,73,98,98
44,31,52,25,75,92,92
31,49,51,18,145,140,145
27,51,43,15,96,105,105
35,56,54,19,83,102,102
31,62,60,19,71,87,87
31,41,53,18,78,87,87
30,48,57,20,79,87,87
33,45,52,27,72,88,88
36,44,51,22,66,85,85
32,50,52,27,60,77,77
28,43,52,33,63,78,78
29,38,48,18,59,70,70
31,32,51,21,58,71,71
26,29,46,26,58,71,71
37,35,49,21,58,83,83
36,41,49,17,60,80,80
36,35,52,19,56,73,73
34,36,60,18,59,71,71
43,29,61,23,63,78,78
28,25,43,15,65,80,80
27,27,52,14,64,77,77
23,22,42,11,49,64,64
23,32,40,12,51,56,56
35,33,51,21,52,66,66
41,41,59,20,63,87,87
37,30,56,21,60,78,78
50,38,74,23,65,92,92
36,23,56,16,59,80,80
32,25,43,14,59,73,73
27,14,40,15,52,82,82
41,16,56,17,67,109,109
29,24,48,19,61,79,79
48,25,66,21,79,117,117
27,17,57,14,56,81,81
30,25,48,15,55,74,74
36,27,51,21,58,76,76
44,29,49,18,57,79,79
33,27,48,17,59,83,83
43,26,61,20,70,93,93
36,24,50,20,72,93,93
36,24,54,21,72,89,89
45,26,57,19,73,97,97
37,19,57,18,72,99,99
45,21,52,19,62,87,87
43,26,64,18,64,94,94
49,20,64,20,67,90,90
45,21,65,29,61,80,80
36,27,65,22,87,96,96
48,13,67,22,72,97,97
36,15,46,18,111,124,124
26,20,50,14,77,104,104
31,21,46,14,64,115,115
37,9,55,15,67,114,114
37,16,62,16,67,120,120
43,21,67,17,60,94,94
37,23,68,18,67,107,107
39,24,57,16,67,105,105
45,22,58,21,66,101,101
40,23,68,19,67,104,104
39,23,66,26,74,114,114
49,23,78,23,75,112,112
53,19,80,33,95,145,145
54,33,79,44,100,151,151
42,18,74,32,96,143,143
45,19,55,17,61,87,87
33,23,53,17,59,74,74
41,19,61,20,53,78,78
31,23,59,18,51,68,68
28,15,52,15,45,65,65
24,23,43,11,26,45,45
46,13,65,18,60,93,93
45,9,70,27,78,130,130
50,15,79,33,80,135,135
58,10,91,33,98,147,147
64,11,96,42,104,151,151
46,17,66,21,71,97,97
36,15,60,16,45,73,73
44,14,70,19,63,96,96
56,17,83,24,76,127,127
58,12,89,29,91,146,146
